SIP	DIP	SPORT	DPORT	PROTO	TGH	AVG	MAX	TOTAL	WIRE	#PKTS	FIRST	LAST	INTERARRIVAL	DUR
252.103.120.22	223.207.14.69	51538	427	17	0	0	44	44	86	1	2018-09-26 22:35:36.493518	2018-09-26 22:35:36.493518	0	0
252.103.119.175	133.136.250.44	56194	80	6	0	0	254	757	1201	8	2018-09-26 22:35:52.592035	2018-09-26 22:35:59.997548	1057	7405
133.136.250.44	252.103.119.175	80	56194	6	0	0	2214	3256	3484	4	2018-09-26 22:35:52.592524	2018-09-26 22:35:54.165358	523	1572
252.103.120.22	223.207.14.69	51539	427	17	0	0	44	44	86	1	2018-09-26 22:37:42.636582	2018-09-26 22:37:42.636582	0	0
252.103.120.20	133.136.253.74	62547	889	6	0	0	190	190	526	6	2018-09-26 22:39:29.717637	2018-09-26 22:39:29.763535	8	45
133.136.253.74	252.103.120.20	889	62547	6	0	0	240	242	524	5	2018-09-26 22:39:29.717945	2018-09-26 22:39:29.761404	10	43
252.103.120.22	223.207.14.69	51540	427	17	0	0	44	44	86	1	2018-09-26 22:41:12.911158	2018-09-26 22:41:12.911158	0	0
252.103.120.22	223.207.14.69	51541	427	17	0	0	44	44	86	1	2018-09-26 22:41:54.969158	2018-09-26 22:41:54.969158	0	0
252.103.120.48	133.136.253.74	62912	889	6	0	0	190	190	526	6	2018-09-26 22:42:16.234566	2018-09-26 22:42:16.273882	7	39
133.136.253.74	252.103.120.48	889	62912	6	0	0	240	242	524	5	2018-09-26 22:42:16.234856	2018-09-26 22:42:16.273135	9	38
252.103.119.185	133.136.253.241	51903	53	17	0	0	35	35	77	1	2018-09-26 22:43:40.569376	2018-09-26 22:43:40.569376	0	0
133.136.253.241	252.103.119.185	53	51903	17	0	0	115	115	157	1	2018-09-26 22:43:40.569800	2018-09-26 22:43:40.569800	0	0
252.103.120.20	133.136.250.44	62572	80	6	0	0	254	757	1201	8	2018-09-26 22:44:18.688430	2018-09-26 22:44:26.057811	1052	7369
133.136.250.44	252.103.120.20	80	62572	6	0	0	2214	3256	3484	4	2018-09-26 22:44:18.688891	2018-09-26 22:44:20.286377	531	1597
252.103.120.22	223.207.14.69	51542	427	17	0	0	44	44	86	1	2018-09-26 22:44:43.169938	2018-09-26 22:44:43.169938	0	0
252.103.119.175	252.103.119.185	56195	139	6	0	0	244	1990	3310	24	2018-09-26 22:45:22.525795	2018-09-26 22:45:32.866020	449	10340
252.103.119.185	252.103.119.175	139	56195	6	0	0	255	1880	2984	20	2018-09-26 22:45:22.526362	2018-09-26 22:45:32.865151	543	10338
252.103.119.175	252.103.119.185	56196	139	6	0	0	220	1958	3386	26	2018-09-26 22:45:22.540984	2018-09-26 22:45:32.868983	412	10327
252.103.119.185	252.103.119.175	139	56196	6	0	0	366	2238	3450	22	2018-09-26 22:45:22.541545	2018-09-26 22:45:32.868245	491	10326
252.103.120.22	223.207.14.69	51543	427	17	0	0	44	44	86	1	2018-09-26 22:45:25.212197	2018-09-26 22:45:25.212197	0	0
252.103.120.22	223.207.14.69	51544	427	17	0	0	44	44	86	1	2018-09-26 22:46:07.270233	2018-09-26 22:46:07.270233	0	0
252.103.120.22	223.207.14.69	51545	427	17	0	0	44	44	86	1	2018-09-26 22:46:49.328289	2018-09-26 22:46:49.328289	0	0
252.103.120.48	133.136.250.44	62918	80	6	0	0	254	757	1201	8	2018-09-26 22:46:56.911577	2018-09-26 22:47:04.480577	1080	7569
133.136.250.44	252.103.120.48	80	62918	6	0	0	2214	3256	3484	4	2018-09-26 22:46:56.911877	2018-09-26 22:46:58.526683	537	1614
252.103.120.22	223.207.14.69	51546	427	17	0	0	44	44	86	1	2018-09-26 22:47:31.401133	2018-09-26 22:47:31.401133	0	0
252.103.120.22	223.207.14.69	51547	427	17	0	0	44	44	86	1	2018-09-26 22:48:55.502208	2018-09-26 22:48:55.502208	0	0
252.103.120.22	223.207.14.69	51548	427	17	0	0	44	44	86	1	2018-09-26 22:49:37.575908	2018-09-26 22:49:37.575908	0	0
252.103.120.7	133.136.253.74	50330	889	6	0	0	276	276	612	6	2018-09-26 22:50:06.783664	2018-09-26 22:50:06.825218	7	41
133.136.253.74	252.103.120.7	889	50330	6	0	0	240	244	526	5	2018-09-26 22:50:06.783943	2018-09-26 22:50:06.824639	9	40
252.103.120.48	133.136.253.241	60582	53	17	0	0	35	35	77	1	2018-09-26 22:50:17.312964	2018-09-26 22:50:17.312964	0	0
133.136.253.241	252.103.120.48	53	60582	17	0	0	115	115	157	1	2018-09-26 22:50:17.322490	2018-09-26 22:50:17.322490	0	0
252.103.119.185	133.136.250.44	64658	80	6	0	0	254	757	1201	8	2018-09-26 22:50:41.617076	2018-09-26 22:50:49.133221	1073	7516
133.136.250.44	252.103.119.185	80	64658	6	0	0	2214	3256	3484	4	2018-09-26 22:50:41.617328	2018-09-26 22:50:43.301328	560	1684
252.103.120.30	133.136.250.44	56298	80	6	0	0	254	757	1201	8	2018-09-26 22:51:29.668545	2018-09-26 22:51:37.073094	1057	7404
133.136.250.44	252.103.120.30	80	56298	6	0	0	2214	3256	3484	4	2018-09-26 22:51:29.668971	2018-09-26 22:51:31.227153	519	1558
252.103.120.7	133.136.253.74	50334	889	6	0	0	1623	3453	3843	7	2018-09-26 22:51:38.106595	2018-09-26 22:54:08.691508	25096	150584
133.136.253.74	252.103.120.7	889	50334	6	0	0	1322	4454	5330	16	2018-09-26 22:51:38.106920	2018-09-26 22:55:30.344215	15482	232237
252.103.120.22	223.207.14.69	51549	427	17	0	0	44	44	86	1	2018-09-26 22:52:25.823654	2018-09-26 22:52:25.823654	0	0
252.103.120.22	223.207.14.69	51550	427	17	0	0	44	44	86	1	2018-09-26 22:53:07.881657	2018-09-26 22:53:07.881657	0	0
252.103.120.7	133.136.250.44	50349	80	6	0	0	254	757	1201	8	2018-09-26 22:53:29.472269	2018-09-26 22:53:36.884373	1058	7412
133.136.250.44	252.103.120.7	80	50349	6	0	0	2214	3256	3484	4	2018-09-26 22:53:29.472527	2018-09-26 22:53:31.039368	522	1566
252.103.120.7	133.136.253.74	50350	889	6	0	0	1623	3453	3843	7	2018-09-26 22:53:40.634396	2018-09-26 22:56:11.230699	25099	150596
133.136.253.74	252.103.120.7	889	50350	6	0	0	1322	4454	5330	16	2018-09-26 22:53:40.635005	2018-09-26 22:57:32.264264	15441	231629
252.103.120.30	133.136.253.241	65355	53	17	0	0	35	35	77	1	2018-09-26 22:53:49.785445	2018-09-26 22:53:49.785445	0	0
133.136.253.241	252.103.120.30	53	65355	17	0	0	115	115	157	1	2018-09-26 22:53:49.785827	2018-09-26 22:53:49.785827	0	0
252.103.120.22	223.207.14.69	51551	427	17	0	0	44	44	86	1	2018-09-26 22:53:49.939445	2018-09-26 22:53:49.939445	0	0
252.103.120.20	133.136.253.241	54293	53	17	0	0	35	35	77	1	2018-09-26 22:55:38.193813	2018-09-26 22:55:38.193813	0	0
133.136.253.241	252.103.120.20	53	54293	17	0	0	115	115	157	1	2018-09-26 22:55:38.203476	2018-09-26 22:55:38.203476	0	0
252.103.119.175	133.136.250.44	56197	80	6	0	0	254	757	1201	8	2018-09-26 22:55:52.622086	2018-09-26 22:56:00.064139	1062	7442
133.136.250.44	252.103.119.175	80	56197	6	0	0	2214	3256	3484	4	2018-09-26 22:55:52.622451	2018-09-26 22:55:54.235880	537	1613
252.103.120.22	223.207.14.69	51552	427	17	0	0	44	44	86	1	2018-09-26 22:55:56.066737	2018-09-26 22:55:56.066737	0	0
252.103.120.22	133.136.253.74	54962	889	6	0	0	190	190	526	6	2018-09-26 22:56:25.530604	2018-09-26 22:56:25.570581	7	39
133.136.253.74	252.103.120.22	889	54962	6	0	0	240	242	524	5	2018-09-26 22:56:25.531059	2018-09-26 22:56:25.569551	9	38
252.103.120.22	223.207.14.69	51553	427	17	0	0	44	44	86	1	2018-09-26 22:56:38.124493	2018-09-26 22:56:38.124493	0	0
252.103.119.175	252.103.119.185	56198	139	6	0	0	244	1990	3310	24	2018-09-26 22:57:22.562395	2018-09-26 22:57:32.871452	448	10309
252.103.119.185	252.103.119.175	139	56198	6	0	0	255	1880	2984	20	2018-09-26 22:57:22.562949	2018-09-26 22:57:32.870700	542	10307
252.103.119.175	252.103.119.185	56199	139	6	0	0	220	1958	3386	26	2018-09-26 22:57:22.577539	2018-09-26 22:57:32.874503	411	10296
252.103.119.185	252.103.119.175	139	56199	6	0	0	366	2238	3450	22	2018-09-26 22:57:22.578079	2018-09-26 22:57:32.873736	490	10295
252.103.120.22	223.207.14.69	51554	427	17	0	0	44	44	86	1	2018-09-26 22:59:26.372544	2018-09-26 22:59:26.372544	0	0
252.103.120.22	133.136.250.44	54976	80	6	0	0	254	757	1201	8	2018-09-26 23:00:07.850407	2018-09-26 23:00:15.367068	1073	7516
133.136.250.44	252.103.120.22	80	54976	6	0	0	2214	3256	3484	4	2018-09-26 23:00:07.850625	2018-09-26 23:00:09.508594	552	1657
252.103.120.22	223.207.14.69	51555	427	17	0	0	44	44	86	1	2018-09-26 23:00:08.445839	2018-09-26 23:00:08.445839	0	0
252.103.120.22	223.207.14.69	51556	427	17	0	0	44	44	86	1	2018-09-26 23:00:50.503802	2018-09-26 23:00:50.503802	0	0
252.103.120.7	133.136.253.241	59656	53	17	0	0	35	35	77	1	2018-09-26 23:02:07.230096	2018-09-26 23:02:07.230096	0	0
133.136.253.241	252.103.120.7	53	59656	17	0	0	115	115	157	1	2018-09-26 23:02:07.230437	2018-09-26 23:02:07.230437	0	0
252.103.120.20	133.136.250.44	62671	80	6	0	0	254	757	1201	8	2018-09-26 23:04:18.696249	2018-09-26 23:04:26.105383	1058	7409
133.136.250.44	252.103.120.20	80	62671	6	0	0	2214	3256	3484	4	2018-09-26 23:04:18.696521	2018-09-26 23:04:20.259752	520	1563
252.103.120.20	133.136.253.74	62672	889	6	0	0	1623	3453	3843	7	2018-09-26 23:04:29.576847	2018-09-26 23:07:00.142386	25093	150565
133.136.253.74	252.103.120.20	889	62672	6	0	0	1322	4454	5330	16	2018-09-26 23:04:29.577225	2018-09-26 23:08:21.992137	15493	232414
252.103.119.175	133.136.253.241	58626	53	17	0	0	35	35	77	1	2018-09-26 23:05:35.709082	2018-09-26 23:05:35.709082	0	0
133.136.253.241	252.103.119.175	53	58626	17	0	0	115	115	157	1	2018-09-26 23:05:35.709475	2018-09-26 23:05:35.709475	0	0
252.103.120.20	133.136.253.74	62679	889	6	0	0	1623	3453	3843	7	2018-09-26 23:05:37.915000	2018-09-26 23:08:08.472773	25092	150557
133.136.253.74	252.103.120.20	889	62679	6	0	0	1322	4454	5330	16	2018-09-26 23:05:37.915319	2018-09-26 23:09:29.960160	15469	232044
252.103.120.22	223.207.14.69	51557	427	17	0	0	44	44	86	1	2018-09-26 23:05:44.909871	2018-09-26 23:05:44.909871	0	0
252.103.120.22	223.207.14.69	51558	427	17	0	0	44	44	86	1	2018-09-26 23:06:26.952329	2018-09-26 23:06:26.952329	0	0
252.103.120.48	133.136.250.44	62923	80	6	0	0	254	757	1201	8	2018-09-26 23:06:56.866950	2018-09-26 23:07:04.430707	1080	7563
133.136.250.44	252.103.120.48	80	62923	6	0	0	2214	3256	3484	4	2018-09-26 23:06:56.867283	2018-09-26 23:06:58.460757	530	1593
252.103.120.22	223.207.14.69	51559	427	17	0	0	44	44	86	1	2018-09-26 23:07:51.053245	2018-09-26 23:07:51.053245	0	0
252.103.120.22	223.207.14.69	51560	427	17	0	0	44	44	86	1	2018-09-26 23:08:33.126466	2018-09-26 23:08:33.126466	0	0
252.103.120.22	223.207.14.69	51561	427	17	0	0	44	44	86	1	2018-09-26 23:09:15.168495	2018-09-26 23:09:15.168495	0	0
252.103.119.175	252.103.119.185	56200	139	6	0	0	244	1990	3310	24	2018-09-26 23:09:22.599393	2018-09-26 23:09:32.876899	446	10277
252.103.119.185	252.103.119.175	139	56200	6	0	0	255	1880	2984	20	2018-09-26 23:09:22.599907	2018-09-26 23:09:32.876150	540	10276
252.103.119.175	252.103.119.185	56201	139	6	0	0	220	1958	3386	26	2018-09-26 23:09:22.614887	2018-09-26 23:09:32.879862	410	10264
252.103.119.185	252.103.119.175	139	56201	6	0	0	366	2238	3450	22	2018-09-26 23:09:22.615418	2018-09-26 23:09:32.879149	488	10263
252.103.120.22	223.207.14.69	51562	427	17	0	0	44	88	172	2	2018-09-26 23:10:39.253745	2018-09-28 00:25:18.282880	90879029	90879029
252.103.119.185	133.136.250.44	64661	80	6	0	0	254	757	1201	8	2018-09-26 23:10:41.632653	2018-09-26 23:10:49.029890	1056	7397
133.136.250.44	252.103.119.185	80	64661	6	0	0	2214	3256	3484	4	2018-09-26 23:10:41.633056	2018-09-26 23:10:43.201047	522	1567
252.103.120.30	133.136.250.44	56303	80	6	0	0	254	757	1201	8	2018-09-26 23:11:29.628653	2018-09-26 23:11:37.081668	1064	7453
133.136.250.44	252.103.120.30	80	56303	6	0	0	2214	3256	3484	4	2018-09-26 23:11:29.628960	2018-09-26 23:11:31.222690	530	1593
252.103.120.22	223.207.14.69	51563	427	17	0	0	44	88	172	2	2018-09-26 23:12:03.323076	2018-09-28 00:26:42.383960	90879060	90879060
252.103.120.22	133.136.253.241	61165	53	17	0	0	35	35	77	1	2018-09-26 23:12:18.358138	2018-09-26 23:12:18.358138	0	0
133.136.253.241	252.103.120.22	53	61165	17	0	0	115	115	157	1	2018-09-26 23:12:18.358537	2018-09-26 23:12:18.358537	0	0
252.103.120.7	133.136.250.44	50351	80	6	0	0	254	757	1201	8	2018-09-26 23:13:29.512168	2018-09-26 23:14:03.929524	4916	34417
133.136.250.44	252.103.120.7	80	50351	6	0	0	2214	3256	3484	4	2018-09-26 23:13:29.512517	2018-09-26 23:13:31.080322	522	1567
252.103.120.7	133.136.253.241	52843	53	17	0	0	34	34	76	1	2018-09-26 23:13:39.260476	2018-09-26 23:13:39.260476	0	0
133.136.253.241	252.103.120.7	53	52843	17	0	0	271	271	313	1	2018-09-26 23:13:39.266707	2018-09-26 23:13:39.266707	0	0
252.103.120.22	223.207.14.69	61166	427	17	0	0	44	44	86	1	2018-09-26 23:14:09.481191	2018-09-26 23:14:09.481191	0	0
252.103.120.22	223.207.14.69	61167	427	17	0	0	44	44	86	1	2018-09-26 23:14:51.539230	2018-09-26 23:14:51.539230	0	0
252.103.119.175	133.136.250.44	56202	80	6	0	0	254	757	1201	8	2018-09-26 23:15:52.638060	2018-09-26 23:16:00.068175	1060	7430
133.136.250.44	252.103.119.175	80	56202	6	0	0	2214	3256	3484	4	2018-09-26 23:15:52.638466	2018-09-26 23:15:54.222130	527	1583
252.103.120.22	223.207.14.69	61168	427	17	0	0	44	44	86	1	2018-09-26 23:16:15.639666	2018-09-26 23:16:15.639666	0	0
252.103.120.22	223.207.14.69	61169	427	17	0	0	44	44	86	1	2018-09-26 23:16:57.697744	2018-09-26 23:16:57.697744	0	0
252.103.120.30	252.103.120.20	135	62734	6	0	0	152	776	1232	8	2018-09-26 23:18:00.608803	2018-09-26 23:18:00.628984	2	20
252.103.120.30	252.103.120.20	49157	62735	6	0	0	240	544	1108	10	2018-09-26 23:18:00.618063	2018-09-26 23:18:00.624609	0	6
252.103.120.22	133.136.250.44	55035	80	6	0	0	254	757	1201	8	2018-09-26 23:20:07.905481	2018-09-26 23:20:15.346269	1062	7440
133.136.250.44	252.103.120.22	80	55035	6	0	0	2214	3256	3484	4	2018-09-26 23:20:07.905758	2018-09-26 23:20:09.514696	536	1608
252.103.120.22	223.207.14.69	61170	427	17	0	0	44	44	86	1	2018-09-26 23:21:10.014468	2018-09-26 23:21:10.014468	0	0
252.103.119.175	252.103.119.185	56203	139	6	0	0	244	1990	3310	24	2018-09-26 23:21:22.636112	2018-09-26 23:21:32.882541	445	10246
252.103.119.185	252.103.119.175	139	56203	6	0	0	255	1880	2984	20	2018-09-26 23:21:22.636658	2018-09-26 23:21:32.881690	539	10245
252.103.119.175	252.103.119.185	56204	139	6	0	0	220	1958	3386	26	2018-09-26 23:21:22.651099	2018-09-26 23:21:32.885552	409	10234
252.103.119.185	252.103.119.175	139	56204	6	0	0	366	2238	3450	22	2018-09-26 23:21:22.651659	2018-09-26 23:21:32.884792	487	10233
252.103.120.22	223.207.14.69	61171	427	17	0	0	44	44	86	1	2018-09-26 23:22:34.131402	2018-09-26 23:22:34.131402	0	0
252.103.120.22	223.207.14.69	61172	427	17	0	0	44	44	86	1	2018-09-26 23:23:16.172855	2018-09-26 23:23:16.172855	0	0
252.103.120.20	133.136.250.44	62772	80	6	0	0	254	757	1201	8	2018-09-26 23:24:18.695326	2018-09-26 23:24:26.032655	1047	7337
133.136.250.44	252.103.120.20	80	62772	6	0	0	2214	3256	3484	4	2018-09-26 23:24:18.695676	2018-09-26 23:24:20.247542	516	1551
252.103.119.185	133.136.253.74	64665	889	6	0	0	281	281	617	6	2018-09-26 23:25:54.756456	2018-09-26 23:25:54.805652	9	49
133.136.253.74	252.103.119.185	889	64665	6	0	0	240	244	526	5	2018-09-26 23:25:54.756807	2018-09-26 23:25:54.804712	11	47
252.103.120.22	223.207.14.69	61173	427	17	0	0	44	44	86	1	2018-09-26 23:26:04.373698	2018-09-26 23:26:04.373698	0	0
252.103.120.30	133.136.253.74	56307	889	6	0	0	276	276	612	6	2018-09-26 23:26:42.890265	2018-09-26 23:26:42.914237	4	23
133.136.253.74	252.103.120.30	889	56307	6	0	0	240	244	526	5	2018-09-26 23:26:42.890496	2018-09-26 23:26:42.913151	5	22
252.103.120.22	223.207.14.69	61174	427	17	0	0	44	44	86	1	2018-09-26 23:26:46.431814	2018-09-26 23:26:46.431814	0	0
252.103.120.48	133.136.250.44	62942	80	6	0	0	254	757	1201	8	2018-09-26 23:26:56.905241	2018-09-26 23:27:04.474706	1080	7569
133.136.250.44	252.103.120.48	80	62942	6	0	0	2214	3256	3484	4	2018-09-26 23:26:56.905561	2018-09-26 23:26:58.505576	532	1600
252.103.120.22	223.207.14.69	61175	427	17	0	0	44	44	86	1	2018-09-26 23:27:28.505187	2018-09-26 23:27:28.505187	0	0
252.103.120.22	223.207.14.69	61176	427	17	0	0	44	44	86	1	2018-09-26 23:28:52.637055	2018-09-26 23:28:52.637055	0	0
252.103.120.22	223.207.14.69	61177	427	17	0	0	44	44	86	1	2018-09-26 23:30:16.721805	2018-09-26 23:30:16.721805	0	0
252.103.119.185	133.136.250.44	64669	80	6	0	0	254	757	1201	8	2018-09-26 23:30:41.631496	2018-09-26 23:30:49.035920	1057	7404
133.136.250.44	252.103.119.185	80	64669	6	0	0	2214	3256	3484	4	2018-09-26 23:30:41.632057	2018-09-26 23:30:43.203876	523	1571
252.103.119.175	133.136.253.74	56209	889	6	0	0	276	276	612	6	2018-09-26 23:31:05.029115	2018-09-26 23:31:05.052441	4	23
133.136.253.74	252.103.119.175	889	56209	6	0	0	240	244	526	5	2018-09-26 23:31:05.029412	2018-09-26 23:31:05.051798	5	22
252.103.120.30	133.136.250.44	56311	80	6	0	0	254	757	1201	8	2018-09-26 23:31:29.671228	2018-09-26 23:31:37.105717	1061	7434
133.136.250.44	252.103.120.30	80	56311	6	0	0	2214	3256	3484	4	2018-09-26 23:31:29.671551	2018-09-26 23:31:31.245861	524	1574
252.103.119.175	252.103.119.185	56210	139	6	0	0	244	1990	3310	24	2018-09-26 23:33:22.672560	2018-09-26 23:33:32.872498	443	10199
252.103.119.185	252.103.119.175	139	56210	6	0	0	255	1880	2984	20	2018-09-26 23:33:22.673070	2018-09-26 23:33:32.871635	536	10198
252.103.119.175	252.103.119.185	56211	139	6	0	0	220	1958	3386	26	2018-09-26 23:33:22.687356	2018-09-26 23:33:32.875527	407	10188
252.103.119.185	252.103.119.175	139	56211	6	0	0	366	2238	3450	22	2018-09-26 23:33:22.687925	2018-09-26 23:33:32.874740	484	10186
252.103.120.7	133.136.250.44	50367	80	6	0	0	254	757	1201	8	2018-09-26 23:33:29.492586	2018-09-26 23:33:36.935773	1062	7443
133.136.250.44	252.103.120.7	80	50367	6	0	0	2214	3256	3484	4	2018-09-26 23:33:29.492989	2018-09-26 23:33:31.074268	526	1581
252.103.120.22	223.207.14.69	61178	427	17	0	0	44	44	86	1	2018-09-26 23:35:11.096546	2018-09-26 23:35:11.096546	0	0
252.103.119.175	133.136.250.44	56212	80	6	0	0	254	757	1201	8	2018-09-26 23:35:52.625575	2018-09-26 23:36:00.056417	1061	7430
133.136.250.44	252.103.119.175	80	56212	6	0	0	2214	3256	3484	4	2018-09-26 23:35:52.628169	2018-09-26 23:35:54.193208	521	1565
252.103.120.22	223.207.14.69	61179	427	17	0	0	44	44	86	1	2018-09-26 23:35:53.154616	2018-09-26 23:35:53.154616	0	0
252.103.120.22	133.136.253.241	55867	53	17	0	0	33	33	75	1	2018-09-26 23:36:55.502943	2018-09-26 23:36:55.502943	0	0
133.136.253.241	252.103.120.22	53	55867	17	0	0	292	292	334	1	2018-09-26 23:36:55.672827	2018-09-26 23:36:55.672827	0	0
252.103.120.22	223.207.14.69	55868	427	17	0	0	44	44	86	1	2018-09-26 23:38:41.355300	2018-09-26 23:38:41.355300	0	0
252.103.120.20	133.136.253.74	62840	889	6	0	0	276	276	612	6	2018-09-26 23:39:29.822028	2018-09-26 23:39:29.881280	11	59
133.136.253.74	252.103.120.20	889	62840	6	0	0	240	244	526	5	2018-09-26 23:39:29.822306	2018-09-26 23:39:29.879121	13	56
252.103.120.22	223.207.14.69	55869	427	17	0	0	44	44	86	1	2018-09-26 23:40:05.424617	2018-09-26 23:40:05.424617	0	0
252.103.120.22	133.136.250.44	55094	80	6	0	0	254	757	1201	8	2018-09-26 23:40:07.860305	2018-09-26 23:40:15.325422	1066	7465
133.136.250.44	252.103.120.22	80	55094	6	0	0	2214	3256	3484	4	2018-09-26 23:40:07.860659	2018-09-26 23:40:09.449826	529	1589
252.103.120.22	223.207.14.69	55870	427	17	0	0	44	44	86	1	2018-09-26 23:40:47.482551	2018-09-26 23:40:47.482551	0	0
252.103.120.48	133.136.253.241	63671	53	17	0	0	35	35	77	1	2018-09-26 23:41:33.307621	2018-09-26 23:41:33.307621	0	0
133.136.253.241	252.103.120.48	53	63671	17	0	0	115	115	157	1	2018-09-26 23:41:33.307962	2018-09-26 23:41:33.307962	0	0
252.103.120.48	133.136.253.74	62967	889	6	0	0	276	276	612	6	2018-09-26 23:42:16.265984	2018-09-26 23:42:16.305146	7	39
133.136.253.74	252.103.120.48	889	62967	6	0	0	240	244	526	5	2018-09-26 23:42:16.266339	2018-09-26 23:42:16.304506	9	38
252.103.120.20	133.136.250.44	62866	80	6	0	0	254	757	1201	8	2018-09-26 23:44:18.735518	2018-09-26 23:44:26.175177	1062	7439
133.136.250.44	252.103.120.20	80	62866	6	0	0	2214	3256	3484	4	2018-09-26 23:44:18.736060	2018-09-26 23:44:20.315394	526	1579
252.103.120.22	223.207.14.69	58443	427	17	0	0	44	44	86	1	2018-09-26 23:44:59.814330	2018-09-26 23:44:59.814330	0	0
252.103.119.175	252.103.119.185	56213	139	6	0	0	244	1990	3310	24	2018-09-26 23:45:22.709165	2018-09-26 23:45:32.877870	441	10168
252.103.119.185	252.103.119.175	139	56213	6	0	0	255	1880	2984	20	2018-09-26 23:45:22.709720	2018-09-26 23:45:32.877002	534	10167
252.103.119.175	252.103.119.185	56214	139	6	0	0	220	1958	3386	26	2018-09-26 23:45:22.724298	2018-09-26 23:45:32.880902	406	10156
252.103.119.185	252.103.119.175	139	56214	6	0	0	366	2238	3450	22	2018-09-26 23:45:22.724868	2018-09-26 23:45:32.880129	483	10155
252.103.120.48	133.136.250.44	62970	80	6	0	0	254	757	1201	8	2018-09-26 23:46:56.851860	2018-09-26 23:47:04.424876	1081	7573
133.136.250.44	252.103.120.48	80	62970	6	0	0	2214	3256	3484	4	2018-09-26 23:46:56.852131	2018-09-26 23:46:58.455249	534	1603
252.103.119.185	133.136.253.241	51243	53	17	0	0	35	35	77	1	2018-09-26 23:47:04.667901	2018-09-26 23:47:04.667901	0	0
133.136.253.241	252.103.119.185	53	51243	17	0	0	115	115	157	1	2018-09-26 23:47:04.668335	2018-09-26 23:47:04.668335	0	0
252.103.120.22	133.136.253.241	50372	53	17	0	0	33	33	75	1	2018-09-26 23:47:43.514752	2018-09-26 23:47:43.514752	0	0
133.136.253.241	252.103.120.22	53	50372	17	0	0	292	292	334	1	2018-09-26 23:47:43.521038	2018-09-26 23:47:43.521038	0	0
252.103.120.22	223.207.14.69	50373	427	17	0	0	44	44	86	1	2018-09-26 23:47:48.015783	2018-09-26 23:47:48.015783	0	0
252.103.120.22	133.136.253.241	58257	53	17	0	0	33	33	75	1	2018-09-26 23:48:28.305300	2018-09-26 23:48:28.305300	0	0
133.136.253.241	252.103.120.22	53	58257	17	0	0	292	292	334	1	2018-09-26 23:48:28.317813	2018-09-26 23:48:28.317813	0	0
252.103.120.7	133.136.253.74	50369	889	6	0	0	190	190	526	6	2018-09-26 23:50:06.890561	2018-09-26 23:50:06.931858	7	41
133.136.253.74	252.103.120.7	889	50369	6	0	0	240	242	524	5	2018-09-26 23:50:06.890902	2018-09-26 23:50:06.931255	9	40
252.103.119.185	133.136.250.44	64670	80	6	0	0	254	757	1201	8	2018-09-26 23:50:41.663452	2018-09-26 23:50:49.104285	1062	7440
133.136.250.44	252.103.119.185	80	64670	6	0	0	2214	3256	3484	4	2018-09-26 23:50:41.663823	2018-09-26 23:50:43.245618	527	1581
252.103.120.22	223.207.14.69	58258	427	17	0	0	44	44	86	1	2018-09-26 23:51:18.289934	2018-09-26 23:51:18.289934	0	0
252.103.120.30	133.136.250.44	56316	80	6	0	0	254	757	1201	8	2018-09-26 23:51:29.646871	2018-09-26 23:51:37.098415	1064	7451
133.136.250.44	252.103.120.30	80	56316	6	0	0	2214	3256	3484	4	2018-09-26 23:51:29.647126	2018-09-26 23:51:31.223040	524	1575
252.103.120.22	223.207.14.69	58259	427	17	0	0	44	44	86	1	2018-09-26 23:52:00.347648	2018-09-26 23:52:00.347648	0	0
252.103.120.22	223.207.14.69	58260	427	17	0	0	44	44	86	1	2018-09-26 23:53:24.463994	2018-09-26 23:53:24.463994	0	0
252.103.120.7	133.136.250.44	50373	80	6	0	0	254	757	1201	8	2018-09-26 23:53:29.549156	2018-09-26 23:53:37.039095	1069	7489
133.136.250.44	252.103.120.7	80	50373	6	0	0	2214	3256	3484	4	2018-09-26 23:53:29.549478	2018-09-26 23:53:31.177250	542	1627
252.103.119.175	133.136.250.44	56215	80	6	0	0	254	757	1201	8	2018-09-26 23:55:52.614267	2018-09-26 23:56:00.028931	1058	7414
133.136.250.44	252.103.119.175	80	56215	6	0	0	2214	3256	3484	4	2018-09-26 23:55:52.614692	2018-09-26 23:55:54.182865	522	1568
252.103.120.22	223.207.14.69	56877	427	17	0	0	44	44	86	1	2018-09-26 23:56:12.680024	2018-09-26 23:56:12.680024	0	0
252.103.120.22	133.136.253.74	55147	889	6	0	0	276	276	612	6	2018-09-26 23:56:25.632313	2018-09-26 23:56:25.691884	11	59
133.136.253.74	252.103.120.22	889	55147	6	0	0	240	244	526	5	2018-09-26 23:56:25.632609	2018-09-26 23:56:25.690309	14	57
252.103.120.22	223.207.14.69	56878	427	17	0	0	44	44	86	1	2018-09-26 23:56:54.738472	2018-09-26 23:56:54.738472	0	0
252.103.119.175	252.103.119.185	56216	139	6	0	0	244	1990	3310	24	2018-09-26 23:57:22.745772	2018-09-26 23:57:32.883139	440	10137
252.103.119.185	252.103.119.175	139	56216	6	0	0	255	1880	2984	20	2018-09-26 23:57:22.746319	2018-09-26 23:57:32.882236	533	10135
252.103.119.175	252.103.119.185	56217	139	6	0	0	220	1958	3386	26	2018-09-26 23:57:22.760627	2018-09-26 23:57:32.886157	404	10125
